episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_track_sum,r_alive_sum,r_jerk_sum,term_reason
65,5940,-26.48,85,45.9,0,0.5048,0.6883,-34.984,8.5,0.0,
66,6039,-22.43,99,53.5,0,0.5327,0.7343,-32.327,9.9,0.0,
67,6112,-33.01,73,31.5,0,0.5538,0.7154,-40.31,7.3,0.0,
68,6236,-19.46,124,60.5,0,0.5272,0.6861,-31.855,12.4,0.0,
69,6364,-0.72,128,71.1,0,0.5366,0.6766,-13.52,12.8,0.0,
70,6474,64.27,110,93.6,0,0.5039,0.635,53.265,11.0,0.0,
71,6627,100.79,153,100.0,0,0.5339,0.6825,85.491,15.3,0.0,
72,6738,12.8,111,79.3,0,0.5477,0.6771,1.697,11.1,0.0,
73,6853,52.7,115,91.3,0,0.5345,0.6241,41.2,11.5,0.0,
74,7110,61.56,257,75.5,0,0.5266,0.6376,35.861,25.7,0.0,
75,7273,109.47,163,100.0,0,0.5159,0.6271,95.169,16.3,0.0,altitude_low
76,7550,272.47,277,100.0,0,0.5072,0.6586,244.769,27.7,0.0,
77,7740,133.2,190,93.7,0,0.5308,0.6326,114.198,19.0,0.0,
78,7915,140.99,175,100.0,0,0.5071,0.6621,125.49,17.5,0.0,altitude_low
79,8164,221.66,249,100.0,0,0.5064,0.6444,196.761,24.9,0.0,
80,8368,197.96,204,100.0,0,0.4991,0.6267,177.555,20.4,0.0,
81,8581,195.92,213,96.7,0,0.4965,0.6656,174.618,21.3,0.0,
82,8780,174.41,199,98.0,0,0.5011,0.6415,154.513,19.9,0.0,
83,9011,179.02,231,97.8,0,0.5103,0.6389,155.922,23.1,0.0,
84,9253,182.44,242,100.0,0,0.5021,0.6656,158.243,24.2,0.0,
85,9466,206.07,213,100.0,0,0.5123,0.6871,186.766,21.3,0.0,altitude_low
86,9666,183.54,200,100.0,0,0.5058,0.6929,163.542,20.0,0.0,
87,9821,136.04,155,100.0,0,0.5299,0.7031,122.545,15.5,0.0,altitude_high
88,10151,316.82,330,100.0,0,0.5315,0.6593,285.819,33.0,0.0,altitude_high
89,10354,169.42,203,100.0,0,0.5262,0.6874,149.125,20.3,0.0,
90,10480,111.8,126,100.0,0,0.546,0.6479,101.199,12.6,0.0,altitude_high
91,10661,129.3,181,100.0,0,0.5515,0.7091,113.204,18.1,0.0,altitude_high
92,10792,115.03,131,100.0,0,0.5716,0.7506,103.929,13.1,0.0,altitude_high
93,11000,174.07,208,100.0,0,0.5458,0.6747,153.269,20.8,0.0,
94,11138,102.65,138,100.0,0,0.5546,0.7248,90.849,13.8,0.0,altitude_high
95,11370,14.56,232,66.4,0,0.5308,0.6441,-8.639,23.2,0.0,
96,11556,150.84,186,100.0,0,0.5325,0.6978,132.239,18.6,0.0,
97,11757,98.34,201,100.0,0,0.5215,0.627,78.24,20.1,0.0,
98,11950,153.52,193,100.0,0,0.5154,0.6665,134.218,19.3,0.0,
99,12157,113.21,207,100.0,0,0.5623,0.7846,92.512,20.7,0.0,
100,12343,131.67,186,100.0,0,0.513,0.6778,113.067,18.6,0.0,
101,12519,106.97,176,100.0,0,0.5233,0.6211,89.367,17.6,0.0,
102,12661,79.59,142,100.0,0,0.5726,0.6653,67.394,14.2,0.0,altitude_high
103,12847,123.57,186,100.0,0,0.5055,0.6408,104.967,18.6,0.0,
104,13015,127.54,168,100.0,0,0.514,0.6101,110.741,16.8,0.0,
105,13175,107.63,160,100.0,0,0.4995,0.6574,91.628,16.0,0.0,
106,13356,82.05,181,100.0,0,0.56,0.7008,63.946,18.1,0.0,
107,13545,75.21,189,100.0,0,0.5565,0.6797,56.31,18.9,0.0,
108,13707,100.84,162,100.0,0,0.5018,0.5904,84.642,16.2,0.0,
109,13872,68.59,165,100.0,0,0.5496,0.6646,52.09,16.5,0.0,
110,14018,66.83,146,100.0,0,0.5522,0.6221,54.228,14.6,0.0,altitude_high
111,14179,80.47,161,100.0,0,0.5118,0.6259,64.369,16.1,0.0,
112,14317,41.16,138,100.0,0,0.5119,0.6109,27.357,13.8,0.0,
113,14515,121.05,198,100.0,0,0.4955,0.6146,101.254,19.8,0.0,
114,14694,17.85,179,85.5,0,0.5489,0.6879,1.947,17.9,0.0,altitude_low
115,14865,21.8,171,84.8,0,0.5291,0.664,4.701,17.1,0.0,
116,15040,100.46,175,100.0,0,0.5328,0.6057,82.961,17.5,0.0,
117,15250,42.07,210,93.3,0,0.5122,0.5449,21.067,21.0,0.0,
118,15400,8.03,150,68.7,0,0.5036,0.5282,-4.972,15.0,0.0,altitude_high
119,15586,-56.36,186,46.2,0,0.4489,0.5144,-74.956,18.6,0.0,lost_target
120,15765,25.15,179,77.7,0,0.5124,0.5669,7.247,17.9,0.0,
121,15953,-65.76,188,46.8,0,0.4721,0.5591,-84.559,18.8,0.0,lost_target
122,16129,-34.74,176,54.5,0,0.5037,0.5453,-52.339,17.6,0.0,
123,16315,29.8,186,79.0,0,0.5512,0.504,11.203,18.6,0.0,
124,16500,35.61,185,78.9,0,0.565,0.516,17.111,18.5,0.0,
125,16703,91.2,203,100.0,0,0.5817,0.5417,70.898,20.3,0.0,
126,16897,-27.57,194,56.2,0,0.5409,0.5095,-44.97,19.4,0.0,altitude_high
127,17120,29.72,223,74.4,0,0.5713,0.4517,9.42,22.3,0.0,altitude_high
128,17390,154.6,270,90.7,0,0.4992,0.5615,127.602,27.0,0.0,
129,17653,95.0,263,73.8,0,0.5143,0.5339,68.701,26.3,0.0,
130,17962,46.48,309,67.6,0,0.4777,0.5768,15.583,30.9,0.0,lost_target
131,18188,78.52,226,81.9,0,0.528,0.5603,55.923,22.6,0.0,
132,18369,175.39,181,100.0,0,0.4787,0.5612,159.288,18.1,0.0,altitude_high
133,18561,65.42,192,93.8,0,0.4925,0.5551,46.221,19.2,0.0,
134,18754,75.15,193,87.0,0,0.4749,0.5495,55.852,19.3,0.0,
135,18972,112.87,218,91.3,0,0.5077,0.5795,91.069,21.8,0.0,
136,19203,29.41,231,77.1,0,0.465,0.5008,6.315,23.1,0.0,
137,19351,73.38,148,100.0,0,0.4737,0.6082,60.579,14.8,0.0,altitude_high
138,19503,93.9,152,100.0,0,0.4942,0.6092,80.704,15.2,0.0,altitude_high
139,19627,80.23,124,99.2,0,0.477,0.5515,69.832,12.4,0.0,altitude_high
140,19774,108.45,147,100.0,0,0.4608,0.5846,95.754,14.7,0.0,altitude_high
141,19908,95.85,134,100.0,0,0.5178,0.607,84.455,13.4,0.0,altitude_high
142,20202,194.57,294,91.2,0,0.4918,0.5922,167.171,29.4,0.0,altitude_high
143,20360,46.68,158,84.8,0,0.5231,0.5778,32.88,15.8,0.0,altitude_high
144,20504,104.75,144,100.0,0,0.502,0.6426,92.346,14.4,0.0,altitude_high
145,20766,35.79,262,63.7,0,0.5183,0.5786,9.591,26.2,0.0,
146,20896,111.31,130,100.0,0,0.5306,0.6067,100.311,13.0,0.0,altitude_high
147,21053,115.26,157,100.0,0,0.4782,0.6306,101.564,15.7,0.0,altitude_high
148,21183,104.52,130,98.5,0,0.4985,0.5747,93.521,13.0,0.0,altitude_high
149,21308,110.82,125,100.0,0,0.5175,0.6627,100.32,12.5,0.0,altitude_high
150,21437,108.94,129,100.0,0,0.4855,0.5976,98.038,12.9,0.0,altitude_high
151,21561,108.58,124,100.0,0,0.499,0.5186,98.178,12.4,0.0,altitude_high
152,21730,166.08,169,100.0,0,0.4736,0.6052,151.182,16.9,0.0,altitude_high
153,21913,105.41,183,100.0,0,0.4738,0.6534,89.106,18.3,0.0,altitude_high
154,22099,141.06,186,100.0,0,0.4769,0.606,122.455,18.6,0.0,
155,22266,128.1,167,100.0,0,0.469,0.6596,113.403,16.7,0.0,altitude_high
156,22481,73.58,215,70.7,0,0.456,0.6105,52.084,21.5,0.0,
157,22631,93.95,150,100.0,0,0.508,0.6498,80.946,15.0,0.0,altitude_high
158,22782,102.01,151,100.0,0,0.5189,0.6,88.912,15.1,0.0,altitude_high
159,22893,91.94,111,100.0,0,0.4914,0.5803,82.835,11.1,0.0,altitude_high
160,23112,138.7,219,100.0,0,0.493,0.6496,116.804,21.9,0.0,
161,23222,86.68,110,100.0,0,0.56,0.4557,77.683,11.0,0.0,altitude_high
162,23440,193.56,218,100.0,0,0.4929,0.6665,171.756,21.8,0.0,
163,23768,-0.22,328,65.9,0,0.4844,0.6081,-33.025,32.8,0.0,lost_target
164,24009,27.26,241,58.5,0,0.4232,0.6065,3.158,24.1,0.0,lost_target
165,24418,-57.58,409,44.3,0,0.4665,0.5975,-98.479,40.9,0.0,lost_target
166,24629,94.43,211,100.0,0,0.4674,0.5813,73.326,21.1,0.0,
167,24898,-4.63,269,61.0,0,0.4611,0.5423,-29.535,26.9,0.0,altitude_high
168,25077,30.53,179,60.9,0,0.4751,0.5584,14.626,17.9,0.0,altitude_high
169,25298,-1.15,221,54.8,0,0.4265,0.6041,-23.252,22.1,0.0,lost_target
170,25482,92.46,184,98.9,0,0.4877,0.5373,76.06,18.4,0.0,altitude_high
171,25803,111.13,321,93.8,0,0.5195,0.6067,79.033,32.1,0.0,
172,26027,6.86,224,55.4,0,0.4161,0.5733,-15.544,22.4,0.0,lost_target
173,26213,168.73,186,100.0,0,0.4673,0.6066,152.134,18.6,0.0,altitude_high
174,26451,69.77,238,74.8,0,0.4925,0.6088,45.965,23.8,0.0,
175,26667,169.48,216,100.0,0,0.513,0.5467,147.877,21.6,0.0,
176,26880,0.17,213,53.1,0,0.4526,0.6395,-21.126,21.3,0.0,lost_target
177,27102,-0.36,222,55.0,0,0.4747,0.5884,-22.56,22.2,0.0,lost_target
178,27324,111.57,222,92.8,0,0.4952,0.5829,89.369,22.2,0.0,
179,27552,-9.59,228,56.1,0,0.463,0.5662,-32.387,22.8,0.0,lost_target
180,27764,33.96,212,82.5,0,0.4754,0.5984,12.758,21.2,0.0,
181,27981,13.98,217,53.9,0,0.4307,0.5891,-7.716,21.7,0.0,lost_target
182,28202,4.73,221,54.8,0,0.4412,0.6224,-17.372,22.1,0.0,lost_target
183,28580,53.72,378,61.4,0,0.4829,0.5889,15.922,37.8,0.0,
184,28800,8.72,220,54.5,0,0.4278,0.6415,-13.28,22.0,0.0,lost_target
185,29168,-57.79,368,48.6,0,0.4711,0.6172,-94.595,36.8,0.0,lost_target
186,29370,146.4,202,100.0,0,0.475,0.6315,126.197,20.2,0.0,
187,29544,-35.38,174,42.5,0,0.44,0.6265,-52.784,17.4,0.0,lost_target
188,29740,-5.16,196,49.0,0,0.4531,0.6106,-24.756,19.6,0.0,lost_target
189,29967,123.86,227,100.0,0,0.4591,0.6067,101.161,22.7,0.0,
190,30249,32.55,282,64.5,0,0.47,0.6542,4.348,28.2,0.0,lost_target
191,30461,-4.79,212,52.8,0,0.4563,0.5803,-25.991,21.2,0.0,lost_target
192,30674,125.07,213,99.5,0,0.4588,0.6093,105.768,21.3,0.0,altitude_low
193,30911,-9.83,237,48.9,0,0.4549,0.6266,-33.531,23.7,0.0,lost_target
194,31174,14.14,263,67.7,0,0.4912,0.6209,-12.162,26.3,0.0,
195,31333,139.98,159,100.0,0,0.4588,0.612,124.085,15.9,0.0,
196,31578,-40.03,245,51.0,0,0.4972,0.6423,-64.533,24.5,0.0,lost_target
197,31776,177.11,198,100.0,0,0.4581,0.6497,157.314,19.8,0.0,
198,31981,-13.64,205,48.3,0,0.4899,0.6096,-34.139,20.5,0.0,lost_target
199,32240,139.76,259,100.0,0,0.4692,0.5917,115.86,25.9,0.0,altitude_low
200,32464,82.17,224,98.7,0,0.5446,0.5611,59.772,22.4,0.0,
201,32713,5.16,249,59.8,0,0.4759,0.6085,-19.743,24.9,0.0,lost_target
202,32995,79.12,282,64.5,0,0.4578,0.5927,50.915,28.2,0.0,lost_target
203,33288,63.18,293,65.9,0,0.4799,0.5588,33.879,29.3,0.0,lost_target
204,33523,-0.52,235,57.4,0,0.4689,0.5581,-24.017,23.5,0.0,lost_target
205,33734,-19.11,211,52.6,0,0.4918,0.5857,-40.207,21.1,0.0,lost_target
206,33937,89.55,203,91.1,0,0.4852,0.5902,69.252,20.3,0.0,
207,34149,8.24,212,52.8,0,0.4614,0.6195,-12.963,21.2,0.0,lost_target
208,34353,153.43,204,100.0,0,0.4386,0.5856,133.034,20.4,0.0,
209,34572,7.38,219,54.3,0,0.5114,0.6185,-14.523,21.9,0.0,lost_target
210,34795,210.06,223,100.0,0,0.4416,0.5751,189.762,22.3,0.0,altitude_low
211,35087,76.37,292,66.8,0,0.4708,0.5654,47.173,29.2,0.0,
212,35325,6.13,238,58.0,0,0.5002,0.5646,-17.672,23.8,0.0,lost_target
213,35545,22.0,220,54.5,0,0.4659,0.5539,-0.0,22.0,0.0,lost_target
214,35737,179.18,192,100.0,0,0.4705,0.6252,159.976,19.2,0.0,
215,35937,-19.88,200,50.0,0,0.4887,0.6153,-39.879,20.0,0.0,lost_target
216,36126,172.51,189,100.0,0,0.4469,0.6091,155.608,18.9,0.0,altitude_low
217,36325,-4.14,199,49.7,0,0.4715,0.5779,-24.035,19.9,0.0,lost_target
218,36504,176.2,179,100.0,0,0.4447,0.6041,158.299,17.9,0.0,
219,36717,180.29,213,100.0,0,0.4773,0.5782,158.991,21.3,0.0,
220,36908,-15.55,191,47.6,0,0.4705,0.6103,-34.648,19.1,0.0,lost_target
221,37120,206.75,212,100.0,0,0.428,0.605,185.55,21.2,0.0,
222,37359,213.94,239,100.0,0,0.4711,0.6248,192.044,23.9,0.0,altitude_low
223,37612,233.9,253,100.0,0,0.4788,0.6218,208.603,25.3,0.0,
224,37834,-30.11,222,55.0,0,0.4992,0.5421,-52.309,22.2,0.0,lost_target
225,38072,35.26,238,58.0,0,0.4712,0.6032,11.46,23.8,0.0,lost_target
226,38358,18.5,286,65.0,0,0.476,0.5976,-10.101,28.6,0.0,lost_target
227,38566,-31.83,208,51.0,0,0.4951,0.5223,-52.628,20.8,0.0,lost_target
228,38746,160.03,180,100.0,0,0.4542,0.6075,142.032,18.0,0.0,
229,38980,-5.95,234,57.3,0,0.5586,0.5135,-29.345,23.4,0.0,lost_target
230,39210,8.47,230,56.5,0,0.5194,0.5624,-14.526,23.0,0.0,lost_target
231,39422,127.07,212,100.0,0,0.4765,0.6108,105.873,21.2,0.0,
232,39624,172.22,202,100.0,0,0.4882,0.6294,154.019,20.2,0.0,altitude_low
233,39811,173.32,187,100.0,0,0.4519,0.6295,154.623,18.7,0.0,
234,40188,247.92,377,100.0,0,0.4769,0.6297,210.216,37.7,0.0,
235,40418,102.02,230,100.0,0,0.4634,0.5955,79.024,23.0,0.0,
236,40647,104.1,229,100.0,0,0.4747,0.5848,81.203,22.9,0.0,
237,40877,158.6,230,100.0,0,0.4813,0.6123,135.604,23.0,0.0,
238,41096,161.43,219,100.0,0,0.4887,0.6187,139.527,21.9,0.0,
239,41390,88.64,294,81.3,0,0.4569,0.5747,59.236,29.4,0.0,
240,41586,162.6,196,100.0,0,0.5072,0.6394,143.0,19.6,0.0,
241,41802,210.18,216,100.0,0,0.4601,0.5879,188.58,21.6,0.0,
242,42035,143.05,233,100.0,0,0.4846,0.6295,119.751,23.3,0.0,
243,42425,-4.53,390,60.5,0,0.4654,0.5733,-43.534,39.0,0.0,lost_target
244,42597,100.63,172,100.0,0,0.4813,0.5873,85.426,17.2,0.0,altitude_high
245,42891,13.45,294,67.0,0,0.4766,0.6004,-15.955,29.4,0.0,
246,43080,145.84,189,100.0,0,0.4733,0.6048,128.94,18.9,0.0,altitude_high
247,43302,21.01,222,55.0,0,0.4758,0.6012,-1.194,22.2,0.0,lost_target
248,43574,-1.97,272,63.2,0,0.4364,0.5864,-29.169,27.2,0.0,lost_target
249,43824,-30.92,250,60.0,0,0.4724,0.6042,-55.916,25.0,0.0,lost_target
250,44102,63.17,278,92.8,0,0.4754,0.6263,35.365,27.8,0.0,
251,44365,166.71,263,98.9,0,0.4781,0.6564,140.406,26.3,0.0,
252,44647,40.11,282,64.5,0,0.5007,0.5854,11.905,28.2,0.0,lost_target
253,44889,136.46,242,100.0,0,0.4707,0.5819,112.255,24.2,0.0,
254,45166,59.78,277,65.3,0,0.4837,0.5891,32.077,27.7,0.0,
255,45445,124.3,279,100.0,0,0.5008,0.6148,96.398,27.9,0.0,
256,45656,152.49,211,100.0,0,0.4654,0.6073,131.386,21.1,0.0,
257,45925,157.79,269,100.0,0,0.4574,0.6151,130.893,26.9,0.0,
258,46096,97.17,171,100.0,0,0.4632,0.6213,80.074,17.1,0.0,
259,46286,129.71,190,100.0,0,0.4748,0.675,110.711,19.0,0.0,
260,46575,174.21,289,100.0,0,0.4922,0.5669,145.307,28.9,0.0,
261,46744,98.02,169,100.0,0,0.4835,0.5642,81.117,16.9,0.0,
262,46998,155.33,254,98.4,0,0.4674,0.6039,129.927,25.4,0.0,
263,47207,83.93,209,100.0,0,0.4551,0.6279,63.034,20.9,0.0,
264,47451,145.47,244,100.0,0,0.4704,0.5822,123.074,24.4,0.0,altitude_high
265,47720,159.32,269,100.0,0,0.4826,0.637,132.417,26.9,0.0,
266,47960,99.7,240,98.8,0,0.5071,0.6134,75.702,24.0,0.0,
267,48205,123.79,245,100.0,0,0.5284,0.5786,99.29,24.5,0.0,
268,48405,115.67,200,100.0,0,0.5089,0.5821,97.667,20.0,0.0,altitude_high
269,48664,101.62,259,100.0,0,0.4865,0.6116,75.724,25.9,0.0,
270,48848,113.12,184,100.0,0,0.4796,0.5698,96.724,18.4,0.0,altitude_high
271,49117,213.33,269,100.0,0,0.4822,0.6159,186.431,26.9,0.0,
272,49323,-5.27,206,51.5,0,0.4615,0.5826,-25.867,20.6,0.0,lost_target
273,49567,70.62,244,95.9,0,0.4971,0.6302,46.218,24.4,0.0,
274,49855,126.51,288,100.0,0,0.4617,0.6093,97.709,28.8,0.0,
275,50242,209.66,387,97.9,0,0.4975,0.6075,170.958,38.7,0.0,
276,50469,95.76,227,100.0,0,0.4657,0.5678,75.061,22.7,0.0,altitude_high
277,50728,120.29,259,100.0,0,0.4569,0.6107,94.389,25.9,0.0,
278,50996,102.92,268,97.8,0,0.4727,0.6157,76.124,26.8,0.0,
279,51256,121.67,260,100.0,0,0.4555,0.6187,95.672,26.0,0.0,
280,51493,87.47,237,100.0,0,0.4821,0.5933,63.767,23.7,0.0,
281,51762,208.13,269,100.0,0,0.4781,0.6408,181.235,26.9,0.0,
282,52024,114.26,262,100.0,0,0.4505,0.6296,88.061,26.2,0.0,
283,52270,160.18,246,100.0,0,0.4705,0.6732,135.582,24.6,0.0,
284,52554,161.28,284,100.0,0,0.4161,0.5916,134.876,28.4,0.0,altitude_high
285,52795,164.73,241,100.0,0,0.4553,0.6125,140.627,24.1,0.0,
286,53122,176.77,327,100.0,0,0.453,0.5774,144.068,32.7,0.0,
287,53406,114.7,284,96.8,0,0.4818,0.603,86.302,28.4,0.0,
288,53640,-7.41,234,62.0,0,0.481,0.5947,-28.815,23.4,0.0,altitude_high
289,53869,-7.97,229,56.3,0,0.4461,0.5974,-30.868,22.9,0.0,lost_target
290,54168,208.05,299,100.0,0,0.4642,0.6248,178.151,29.9,0.0,
291,54417,-11.18,249,59.8,0,0.4612,0.5899,-36.083,24.9,0.0,lost_target
292,54687,-5.39,270,63.0,0,0.4292,0.574,-32.394,27.0,0.0,lost_target
293,55066,158.21,379,100.0,0,0.448,0.6249,120.309,37.9,0.0,
294,55520,184.79,454,100.0,0,0.4502,0.6261,139.39,45.4,0.0,
295,55777,13.67,257,71.6,0,0.4684,0.5855,-10.033,25.7,0.0,altitude_high
296,56109,161.24,332,100.0,0,0.489,0.5956,128.044,33.2,0.0,
297,56381,144.38,272,100.0,0,0.4641,0.6282,117.179,27.2,0.0,
298,56731,204.11,350,100.0,0,0.471,0.586,169.109,35.0,0.0,
299,56987,-13.72,256,68.0,0,0.4808,0.5718,-37.321,25.6,0.0,altitude_high
300,57235,137.33,248,100.0,0,0.47,0.6203,112.532,24.8,0.0,
301,57502,187.56,267,100.0,0,0.472,0.6372,160.855,26.7,0.0,
302,57776,-18.54,274,63.5,0,0.4487,0.6003,-45.941,27.4,0.0,lost_target
303,58285,149.43,509,84.5,0,0.4884,0.5826,98.527,50.9,0.0,
304,58532,172.69,247,100.0,0,0.4883,0.6238,147.99,24.7,0.0,
305,58851,29.9,319,68.7,0,0.4412,0.6207,-2.0,31.9,0.0,lost_target
306,59140,242.48,289,100.0,0,0.4728,0.5845,213.578,28.9,0.0,
307,59302,43.06,162,74.7,0,0.4687,0.5412,28.86,16.2,0.0,altitude_low
308,59574,197.13,272,100.0,0,0.4623,0.6035,169.934,27.2,0.0,
309,59795,149.79,221,100.0,0,0.4904,0.5918,129.69,22.1,0.0,altitude_high
310,59954,134.82,159,100.0,0,0.4959,0.5653,120.923,15.9,0.0,altitude_high
311,60195,225.1,241,100.0,0,0.4898,0.6001,201.002,24.1,0.0,
312,60407,-23.72,212,52.8,0,0.4779,0.5599,-44.919,21.2,0.0,lost_target
313,60608,181.84,201,100.0,0,0.4626,0.6273,161.739,20.1,0.0,
314,60822,209.7,214,100.0,0,0.5167,0.5863,188.301,21.4,0.0,
315,60975,108.29,153,100.0,0,0.5629,0.5159,94.989,15.3,0.0,altitude_high
316,61189,140.95,214,96.7,0,0.5208,0.5267,121.547,21.4,0.0,altitude_high
317,61395,152.36,206,100.0,0,0.4945,0.6387,131.764,20.6,0.0,
318,61634,214.16,239,100.0,0,0.4635,0.6081,190.263,23.9,0.0,
319,61828,188.05,194,100.0,0,0.4694,0.6478,168.653,19.4,0.0,
320,62093,234.61,265,100.0,0,0.49,0.6422,208.107,26.5,0.0,
321,62349,218.09,256,100.0,0,0.4856,0.5843,192.493,25.6,0.0,
322,62597,0.79,248,59.7,0,0.4674,0.5751,-24.013,24.8,0.0,lost_target
323,62922,203.88,325,100.0,0,0.4755,0.5588,171.376,32.5,0.0,
324,63114,168.29,192,100.0,0,0.5193,0.6478,149.091,19.2,0.0,
325,63289,175.28,175,100.0,0,0.4695,0.5655,159.784,17.5,0.0,altitude_high
326,63517,214.27,228,100.0,0,0.4526,0.6221,191.468,22.8,0.0,
327,63714,122.94,197,100.0,0,0.4744,0.5996,105.24,19.7,0.0,altitude_high
